show_id,type,title,country,release_year,rating,listed_in,description,country_1,country_2,country_3,country_4,country_5,country_count,listed_in_1,listed_in_2,listed_in_3,listed_in_4,typeyears
s5521,Movie,Bewakoofiyaan,India,2014,13+,"Comedy, Drama, International",Mohit - a marketing whiz kid vying for a step up the career ladder. Mayera – a financial brain with a penchant for shoes. They’re a young middle-class corporate couple that’s ambitious and likes the good life too.Their obstacle: Mayera’s wilful bureaucratic father V. K. Sehgal. Who gets the last laugh when recession strikes and the lack of money tests love? Mohit-Mayera or V. K. Sehgal?,India,,,,,1,Comedy,Drama,International,,Movie2014
s5571,Movie,Little White Lie,United States,2015,13+,Documentary,"Lacey Schwartz grew up convinced she was white. She has copper skin, black curls, and full lips - features which distinguish her instantly from her Jewish parents. But it wasn't until she was 18 that she learned the truth: her real father was black. Eight years in the making and put together by Lacey herself, Little White Lie tells the compelling story of an uncomfortable, unacknowledged truth.",United States,,,,,1,Documentary,,,,Movie2015
s5596,Movie,Dante's Inferno: an Animated Epic,"United States, Japan, Singapore, South Korea",2010,R,"Action, Adventure, Animation","Based on EA's must-have game, the animated feature Dante's Inferno follows Dante on a stunning journey through the nine circles of Hell as he travels through limbo, lust, gluttony, greed, anger, heresy, violence, fraud and treachery in search of love.",United States,Japan,Singapore,South Korea,,4,Action,Adventure,Animation,,Movie2010
s5601,TV Show,Bosch,United States,2021,16+,"Action, Drama, Suspense","When a ten-year-old girl dies in an arson fire, Detective Harry Bosch risks everything to bring her killer to justice despite opposition from powerful forces. Detective Jerry Edgar falls apart as he grapples with the consequences of shooting Jacques Avril. Maddie assists Honey Chandler on a high profile case that draws Bosch in and puts them in the crosshairs of dangerous criminals.",United States,,,,,1,Action,Drama,Suspense,,TV Show2021
s5647,Movie,The Lie,United States,2020,16+,"Drama, Horror, Suspense","When their teenaged daughter confesses to impulsively killing her best friend, two desperate parents cover up the horrific crime with a web of lies and deception.",United States,,,,,1,Drama,Horror,Suspense,,Movie2020
s5648,Movie,Sylvie's Love,United States,2020,13+,"Drama, Romance","When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",United States,,,,,1,Drama,Romance,,,Movie2020
s5652,Movie,One Night in Miami...,United States,2021,R,Drama,"One Night in Miami is a fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the civil rights movement and cultural upheaval of the 60s.",United States,,,,,1,Drama,,,,Movie2021
s5655,Movie,Love Games,India,2016,16+,"International, Suspense",A pair of nymphomaniacs compete in seducing couples to sleep with them.,India,,,,,1,International,Suspense,,,Movie2016
s5656,Movie,Knives Out,United States,2019,PG-13,Comedy,"When renowned crime novelist Harlan Thrombey is found dead at his estate, the inquisitive Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",United States,,,,,1,Comedy,,,,Movie2019
s5659,Movie,I See You,United States,2019,R,"Drama, Horror, Suspense","Helen Hunt stars in the mind-twisting psychological thriller. The lead investigator on a missing persons case struggles to balance work and home life. But when the family is put in mortal danger, an evil truth about their home is finally uncovered.",United States,,,,,1,Drama,Horror,Suspense,,Movie2019
s5663,Movie,Brittany Runs A Marathon,"United States, Canada",2019,R,"Comedy, Drama, Romance","Included with Prime November 22. Hilarious and outgoing, Brittany Forgler, is everybody’s best friend ? except her own. Her partying, underemployment and toxic relationships are catching up with her. Too broke for a gym and too proud to ask for help, Brit is at a loss, until her neighbor pushes her to run one sweaty block. Soon, she sets an almost unthinkable goal: the New York City Marathon.",United States,Canada,,,,2,Comedy,Drama,Romance,,Movie2019
s5664,Movie,Borat Subsequent Moviefilm,"United Kingdom, United States",2020,R,Comedy,Delivery of Prodigious Bribe to American Regime for make Benefit Once Glorious Nation of Kazakhstan.,United Kingdom,United States,,,,2,Comedy,,,,Movie2020
s5665,Movie,Black Box,United States,2020,16+,"Horror, Science Fiction, Suspense","After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",United States,,,,,1,Horror,Science Fiction,Suspense,,Movie2020
s5666,Movie,Beautiful Boy,United States,2018,R,Drama,"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse, and recovery in a family coping with addiction over many years.",United States,,,,,1,Drama,,,,Movie2018
s5673,Movie,47 Meters Down: Uncaged,"United Kingdom, United States",2019,PG-13,"Action, Adventure, Drama",Four teen girls diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,United Kingdom,United States,,,,2,Action,Adventure,Drama,,Movie2019
s5705,Movie,Koi Jaane Na,India,2021,13+,Suspense,A heartbroken writer struggling with writer's block goes to a quiet hill station where he finds love again but uncovers a copycat serial killer who has mysteriously come alive and is killing everyone around him.,India,,,,,1,Suspense,,,,Movie2021
s5706,Movie,Kabullywood,"Afghanistan, France",2017,13+,Drama,A group of young Afghan artists decide to open a cultural center in the heart of Kabul.,Afghanistan,France,,,,2,Drama,,,,Movie2017
s5722,Movie,Evil Eye,United States,2020,16+,"Drama, Horror",Welcome to the Blumhouse! A superstitious mother is convinced that her daughter’s new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.,United States,,,,,1,Drama,Horror,,,Movie2020
s5724,Movie,Devil's Island,United States,2021,13+,"Horror, Suspense","A young woman inherits an island from her grandparents. When she moves in, she discovers the locals are less than welcoming and trying to hide a secret.",United States,,,,,1,Horror,Suspense,,,Movie2021
s5745,TV Show,Making the Cut,United States,2021,13+,"Special Interest, Unscripted","In the second season of Making the Cut, Heidi Klum and Tim Gunn welcome 10 established designers from around the world to Los Angeles, CA where they compete to become the next global fashion brand. Each week, winning looks will be available to buy on Amazon in the Making the Cut store, and the last designer standing will receive one million dollars to invest in their brand.",United States,,,,,1,Special Interest,Unscripted,,,TV Show2021
s5773,Movie,The Map of Tiny Perfect Things,United States,2021,PG-13,"Comedy, Romance, Young Adult Audience","Quick-witted teen Mark (Kyle Allen) is contentedly living the same day in an endless loop when his world is turned upside-down by the mysterious Margaret (Kathryn Newton), also stuck in the same loop. What follows is a love story with a fantastical twist, as the two struggle to figure out how – and whether – to escape their never-ending day.",United States,,,,,1,Comedy,Romance,Young Adult Audience,,Movie2021
s5785,Movie,Sound of Metal,United States,2020,R,Drama,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",United States,,,,,1,Drama,,,,Movie2020
s5813,Movie,Jungle,"Australia, Colombia, United Kingdom",2017,R,Action,"A group of friends join a guide for a trek into the Bolivian jungle, searching for an Indian village. The men soon realize that the jungle is a difficult place to be.",Australia,Colombia,United Kingdom,,,3,Action,,,,Movie2017
s5820,Movie,Duniyadari,India,2013,13+,Romance,"A young man in his 20s who is caught up in a bitter relationship with his parents. In spite of having all materialistic pleasures he craves for something better in his life. The void in his life is filled by the Digya gang he meets on college katta, soon comes bliss in his life in form of two beautiful girls. Life teaches Shreyas to face facts, through his friends and people around him.",India,,,,,1,Romance,,,,Movie2013
s5849,Movie,New York,"India, United States",2009,13+,"International, Suspense","NEW YORK is a contemporary story of 3 young friends (John Abraham, Katrina Kaif and Neil Nitin Mukesh) set against the larger than life backdrop of NYC, whose beautiful lives are turned upside down by the larger event of 9/11. Enter Agent Roshan (Irrfan), a FBI undercover agent who sets the ball rolling for a set of events that turn the lives of these friends into a thrilling roller coaster ride.",India,United States,,,,2,International,Suspense,,,Movie2009
s5865,Movie,Be Dune Saade Chaar,India,2009,ALL,Comedy,"Anant Kitturkar (Mohan Joshi) has actually achieved the extraordinary feat of marrying two women - Manorama (Vandana Gupte) and Anjali (Mugdha Shah) - who are unaware of each other's existence. Lies, deceit and fake identities have made Anant confident that this secret will go with him to his grave. But there's something else in store for him. And now it's pay-off time.",India,,,,,1,Comedy,,,,Movie2009
s5870,Movie,Aalas Motaapa Ghabraahat,India,2021,16+,Comedy,"Karunesh Talwar is his usual annoyed self in his second stand up special. The whole show is about the relationships he shares with his parents & girlfriend, an attempt at self-awareness & the fact that we’re all just modified versions of our parents. Written during the Covid lockdown and workshopped on Zoom shows, this special is different from any hour of comedy he’s come up with before.",India,,,,,1,Comedy,,,,Movie2021
s5873,Movie,Tula Shikwin Changlach Dhada,India,2007,ALL,Comedy,A struggling actor (Sanjay Narvekar) falls in love with a woman (Rujuta Dehmukh) and marries her without realizing that her uncle (Mohan Joshi) is the director who had rejected him. He then comes up with a plan to teach him a lesson.,India,,,,,1,Comedy,,,,Movie2007
s5901,Movie,Ungli,India,2014,13+,"Comedy, Drama, Suspense","Fed up with the corruption that was prevalent in the government entities, four ordinary friends band together to form the Ungli gang, aiming to cleanse Mumbai of crime. Consisting of Kalim(Angad Bedi), Gautam(Neil Bhoopalam), Maya(Kangana Ranaut) and Abhay(Randeep Hooda), they target people in the criminal regime and enforce their brand of justice on them, always staying a step ahead of police.",India,,,,,1,Comedy,Drama,Suspense,,Movie2014
s5919,Movie,Sharing the Secret,United States,2000,16+,"Drama, Young Adult Audience","Troubled by her parents' recent divorce, Beth Moss turns to bulimia in order to gain control over one aspect of her life. As she increases the frequency of her purges, her health deteriorates and her compulsions severely worry her friends and family, who only wish for her to recover.",United States,,,,,1,Drama,Young Adult Audience,,,Movie2000
s5920,Movie,Shaandaar,India,2015,13+,"Comedy, Drama, Romance","A young wedding planner, Jagjinder Joginder (Shahid Kapoor), brings together Bipin Arora's flawed family in the backdrop of a destination wedding in London for his eldest daughter, while both the families try to save their empires. Will the Shaandar wedding succeed and also help the families save their dignifies empires.",India,,,,,1,Comedy,Drama,Romance,,Movie2015
s5921,TV Show,Sergio Ramos,Spain,2021,16+,"Sports, Unscripted","Legends define themselves for who they have been, but also for who they are and who they will be. We are going to relive the great sporting milestones of a unique career, as we accompany Sergio in one of the strangest, most complicated seasons in soccer history. An opportunity to meet the legend, but also the person behind it, who’s already beginning to imagine life after soccer.",Spain,,,,,1,Sports,Unscripted,,,TV Show2021
s5933,Movie,LOL,United States,2012,PG-13,"Comedy, Drama","Anne (Demi Moore) deals with life as a working mother and raising her teen, Lola, (Miley Cyrus) who seems to be growing up faster than expected.",United States,,,,,1,Comedy,Drama,,,Movie2012
s5940,Movie,Kabhi Khushi Kabhie Gham,India,2001,ALL,"Drama, Romance","Yashvardhan Raichand is a snobbish man, he breaks ties with his elder son Rahul, for marrying a girl with lower social status. When his younger son Rohan returns home, he is upset to know that his brother no longer lives with them. Rohan decides to reunite his family and goes to London and finds Rahul. But, the question is will he be successful in convincing his egoistic father for a reunion?",India,,,,,1,Drama,Romance,,,Movie2001
s5941,Movie,Kabhi Alvida Naa Kehna,India,2006,13+,Romance,"The movie sheds light on two suffocating marriages which depart lives and drift them towards an extramarital affair outside to fill the gap. Starring Shahrukh Khan, Abhishek, Preity and Rani in a romantic drama depicting true lives bounded in a relationship which has released its warmth over a period. Will these four be able to find their way out of their marriages or will accept their fate?",India,,,,,1,Romance,,,,Movie2006
s5969,Movie,Brothers,"India, United States",2015,13+,"Action, Drama, Sports","Fate makes two estranged brothers, David (Akshay Kumar) and Monty, (Siddarth Malhotra) clash after years of seeking redemption after their mother's accidental death. While his daughter is David's motivation, Monty, the internet sensation will go to any length for glory. Will this fighter brother duo manage to find peace and make up for their past?",India,United States,,,,2,Action,Drama,Sports,,Movie2015
s6013,Movie,Ek Tha Tiger (English Subtitled),India,2012,NOT_RATE,"Action, International, Romance",RAW agent Tiger is on a mission to retrieve information from a scientist in Dublin.,India,,,,,1,Action,International,Romance,,Movie2012
s6213,Movie,Suck,Canada,2009,R,"Arts, Entertainment, and Culture, Comedy, Horror","A rock'n'roll vampire spoof about a down and out band, The Winners, that will do anything for a record deal. When their disgruntled manager tells them that they are getting ""long in the tooth"", he doesn't know how prophetic he is.",Canada,,,,,1,Arts,Entertainment and Culture,Comedy,Horror,Movie2009
s6249,Movie,Copper Bill,United States,2020,16+,"Action, Drama, Suspense",Two thieves (AEW's Dustin Rhodes and Thom Hallum) attempt to steal 80 million dollars of hidden Texas drug money from the famed ranch belonging to a dead member of the Cowboy Mafia.,United States,,,,,1,Action,Drama,Suspense,,Movie2020
s6267,Movie,The Tomorrow War,United States,2021,PG-13,"Action, Adventure, Comedy","Time travelers arrive from 2051 to deliver an urgent message: 30 years in the future mankind is losing a war against a deadly alien species. The only hope for survival is for soldiers and civilians to be transported to the future and join the fight. Determined to save the world for his daughter, Dan Forester teams up with a brilliant scientist and his estranged father to rewrite the planet’s fate.",United States,,,,,1,Action,Adventure,Comedy,,Movie2021
s6297,Movie,The Girl With The Dragon Tattoo,"United States, Sweden, Norway",2011,R,"Action, Drama, Suspense","Disgraced journalist Mikael Blomkvist (Daniel Craig) accepts an invitation to investigate a forty year old unsolved murder by Swedish industrialist Henrik Vanger (Christopher Plummer). Meanwhile, tattooed hacker Lisbeth Salander (Rooney Mara), hired to investigate Blomkvist, discovers the truth behind his fall from grace. Thrown together by fate, the duo tap into a vein of unfathomable iniqui..",United States,Sweden,Norway,,,3,Action,Drama,Suspense,,Movie2011
s6306,Movie,Minority Report,United States,2002,PG-13,"Drama, Science Fiction","Set in Washington D.C. in 2054, where police utilize a psychic technology to arrest and convict murderers before they commit their crime. Tom Cruise plays the head of this Precrime unit and is himself accused of the future murder of a man he hasn't even met.",United States,,,,,1,Drama,Science Fiction,,,Movie2002
s6342,Movie,Unwanted,"Kosovo, Netherlands",2018,16+,Drama,"A lonely boy, who lives in Amsterdam with his refugee mother from Kosovo, keeps getting into trouble while yearning for her acceptance. But the traumas caused by the war, which his mother hides away from him, turn his world upside down.",Kosovo,Netherlands,,,,2,Drama,,,,Movie2018
s6386,TV Show,El Cid,Spain,2021,16+,Drama,"After the death of their father, Sancho, Alfonso and García became respectively the King of Castile, the King of León and the King of Galicia. The conflicts between them will transform the Iberian Peninsula into a battlefield. Ruy is knighted. He is closer to accomplish his father's unfulfilled dream, but along the way he will have to sacrifice what he loves the most.",Spain,,,,,1,Drama,,,,TV Show2021
s6410,Movie,Our Friend,United States,2021,R,"Arts, Entertainment, and Culture, Drama","After Nicole and Matthew receive life-altering news, the couple finds unexpected support from their friend, Dane, who puts his own life on hold to move into their family home.",United States,,,,,1,Arts,Entertainment and Culture,Drama,,Movie2021
s6499,Movie,Carmen,"Spain, United Kingdom, Italy",2003,18+,"Drama, Romance","The free and enigmatic nature of Carmen, a woman of great beauty and passionate character, makes José, a military man, become the victim and protagonist of turbulent love affairs and uncontrollable passions, immersed in a chain of fatalism, jealousy and blood.",Spain,United Kingdom,Italy,,,3,Drama,Romance,,,Movie2003
s6552,TV Show,Modern Love,United States,2021,16+,"Comedy, Drama, Romance","Love breaks all the rules. Each episode of this anthology series brings to life different stories of relationships, connections, betrayals and revelations – all inspired by true events.",United States,,,,,1,Comedy,Drama,Romance,,TV Show2021
s6556,Movie,"Lo and Behold, Reveries of the Connected World",United States,2016,PG-13,Documentary,"Oscar®-nominated documentarian Werner Herzog (Grizzly Man, Cave of Forgotten Dreams) chronicles the virtual world. He leads viewers on a journey that reveals the ways the online world has transformed how virtually everything in the real world works.",United States,,,,,1,Documentary,,,,Movie2016
s6574,Movie,Forward. Side. Close!,Austria,2016,13+,"Comedy, Drama","A reclusive doctor receives a visit from his childhood friend, who teaches him how to live and love again.",Austria,,,,,1,Comedy,Drama,,,Movie2016
s6608,Movie,Zabardast,India,2007,ALL,"Arts, Entertainment, and Culture","Pushkar finds a magic coat that fulfils wishes once someone wears it. Using it, he decides to impress the girl he loves and enter a dance reality show with her. Will he win the competition?",India,,,,,1,Arts,Entertainment and Culture,,,Movie2007
s6615,Movie,Toofaan,India,2021,13+,Sports,"An inspiring story about an orphan boy from the streets of Dongri, who grows up to become a local goon of his area and how his life changes after he meets the young and compassionate Ananya, who guides him towards the right path and makes him realize his true calling i.e boxing. Toofaan is set in Mumbai, It is a true cosmopolitan city and a melting pot for various cultures and religion.",India,,,,,1,Sports,,,,Movie2021
s6645,Movie,Full 3 Dhamaal,India,2008,ALL,Comedy,"Three friends who had plenty of fun while in college end up living bothersome lives after marriage. They are held down by family traditions and customs. When they meet again, they decide to go back to their old ways while their husbands are away.",India,,,,,1,Comedy,,,,Movie2008
s6693,Movie,Creditors,"United Kingdom, Spain",2016,16+,"Drama, Romance","Actor Ben Cura's directorial debut ""Creditors"", based on August Strindberg's 1888 play, is a modern re-telling of his story of love, betrayal, revenge and psychological manipulation, a ""sometimes angry and surprising film"", ""what a Terrence Malick film would look like in black and white"" and ""an incisive"", ""thought-provoking film which questions gender roles, female sexuality and male anxieties"".",United Kingdom,Spain,,,,2,Drama,Romance,,,Movie2016
s6811,Movie,Capone,"Canada, United States",2020,R,"Arts, Entertainment, and Culture, Drama, Suspense","A ruthless businessman and bootlegger who ruled Chicago with an iron fist, Al ""Fonzo"" Capone (Tom Hardy) was the most infamous and feared gangster of American lore. At the age of 47, following nearly a decade of imprisonment, dementia rots Capone's mind and his past becomes present as harrowing memories of his violent and brutal origins melt into his waking life.",Canada,United States,,,,2,Arts,Entertainment and Culture,Drama,Suspense,Movie2020
s6828,Movie,At the Fork,United States,2016,16+,"Documentary, Special Interest","Filmmaker and omnivore John Papola and his vegetarian wife Lisa give a timely, unbiased look at how farm animals are raised for consumption. With unprecedented access to large-scale conventional farms, Papola asks the tough questions behind every hamburger, glass of milk and baby-back rib.",United States,,,,,1,Documentary,Special Interest,,,Movie2016
s6872,Movie,A Lonely Woman,United States,2018,13+,Drama,"A beautiful, docile and timid woman, transforms into a vengeful gunfighter in search for a group of murderers, but her villainous enemy is closer than she thinks.",United States,,,,,1,Drama,,,,Movie2018
s6888,Movie,Jatra,India,2005,ALL,Comedy,"In this comedy drama, when two villages (Hyalagaad and Tyalagaad) fight over the right to host a religious fair, they conduct a race to make a decision. But both sides are willing to do anything to win.",India,,,,,1,Comedy,,,,Movie2005
s6897,Movie,Tyfelstei - an alpine horror tale,Switzerland,2021,16+,"Horror, Suspense","After a serious car accident, Michael Dorn wakes up in a remote mountain village in the Swiss Alps. Severe storms have cut the place off from the outside world. Plagued by bad nightmares, Michael uncovers sinister machinations from the past, when the villagers made a pact with the devil. To survive, he must not only break the village's curse, but face ghosts of his own past.",Switzerland,,,,,1,Horror,Suspense,,,Movie2021
s7001,Movie,Secret Window,United States,2004,PG-13,"Horror, Suspense",A recently divorced writer living in a remote cabin is visited by a psychotic stranger who claims he plagiarized his work. Things start weird and go downhill from there as the man’s quest for retribution reaches murderous heights.,United States,,,,,1,Horror,Suspense,,,Movie2004
s7030,Movie,Finding Ophelia,United States,2021,16+,"Romance, Suspense",Finding the girl of your dreams can be a nightmare.,United States,,,,,1,Romance,Suspense,,,Movie2021
s7033,Movie,Emerald Run,United States,2021,16+,"Action, Drama, Suspense","From emotional turmoil in medical conflict to the intrigue of Sicilian mafia activity in collaboration with Mexican cartels, the varied relationships constructed by these engaging storylines make for a lively depiction of a man's exaggerated reality.",United States,,,,,1,Action,Drama,Suspense,,Movie2021
s7038,Movie,Dawn of the Beast,United States,2021,16+,"Horror, Suspense","A group of graduate students get more than they bargained for while searching for the legendary Bigfoot. Not only is he real, but there's something far more evil lurking in the shadows, the Wendigo.",United States,,,,,1,Horror,Suspense,,,Movie2021
s7042,Movie,Catch Me If You Can,"United States, Canada",2002,PG-13,Suspense,"From three-time Oscar winning director Steven Spielberg, Catch Me If You Can follows Frank W. Abagnale, Jr. as he successfully passes himself off as a pilot, a lawyer and a doctor - all before his 21st birthday!",United States,Canada,,,,2,Suspense,,,,Movie2002
s7043,Movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"United States, United Kingdom, Kazakhstan",2006,R,Comedy,"Kazakh TV personality Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat blunders through his epic road trip!",United States,United Kingdom,Kazakhstan,,,3,Comedy,,,,Movie2006
s7060,Movie,The Florentine,United States,1999,R,"Comedy, Drama",A seedy slice of life story of a bartender in a Pennsylvania steel town that finds his life full of characters struggling to find their own place in the world and happiness along the way.,United States,,,,,1,Comedy,Drama,,,Movie1999
s7067,Movie,Tracers,United States,2015,PG-13,"Action, Suspense","Cam (Taylor Lautner) is in trouble with the mob. To pay off his debt, he joins a crew that uses parkour to pull off heists - but he must use every ounce of skill to stay alive.",United States,,,,,1,Action,Suspense,,,Movie2015
s7164,Movie,Mere Dad Ki Maruti,India,2013,13+,"Comedy, International","""When Samir lands a lucky date with Jasleen, he decides to sneak out his Dad’s brand new Maruti. After a mad night at a pub, a fun drive and one peck on the cheek, Sameer ends up losing the car! The car was a gift for his sister on her wedding and is the only thing his stingy dad ever spent money on. With only three days to find it, he must ensure his Dad doesn’t get a whiff of what he has done.""",India,,,,,1,Comedy,International,,,Movie2013
s7168,Movie,Let's Dream,United States,2021,16+,"Horror, Science Fiction, Suspense","Let, a reclusive, insomniac photographer, is hired to photograph a mysterious client in the forest late one night, and soon finds himself pulled into a bizarre, otherworldly quest.",United States,,,,,1,Horror,Science Fiction,Suspense,,Movie2021
s7266,Movie,The Dangerous Lives of Altar Boys,United States,2002,R,"Comedy, Drama","A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.",United States,,,,,1,Comedy,Drama,,,Movie2002
s7304,Movie,Shadowplay,Malaysia,2019,16+,"Science Fiction, Suspense","When a private eye takes a case to find a missing university student, he must explore the deep dark depths of his own mind to uncover the truth around his own childhood disappearance as he tracks down the missing girl.",Malaysia,,,,,1,Science Fiction,Suspense,,,Movie2019
s7314,Movie,Eggs,"Poland, United States",2021,7+,"Animation, Kids","When a town is robbed of everything, an unlikely group of heroes bands together to take back what is rightfully theirs.",Poland,United States,,,,2,Animation,Kids,,,Movie2021
s7335,Movie,Raja The Great (Malayalam),India,2017,13+,"Action, Comedy","Raja (Raviteja), a young man with visual impairment, takes it upon himself to protect Lucky (Mehreen) after a gangster attempts to kill her. Impressed by his courage, Lucky falls in love with Raja.",India,,,,,1,Action,Comedy,,,Movie2017
s7337,Movie,Nancy,United States,2018,13+,"Horror, Suspense","A serial imposter, Nancy becomes increasingly convinced she was kidnapped as a child, and when she meets a couple whose daughter went missing thirty years ago, the power of emotion threatens to overcome all rationality.",United States,,,,,1,Horror,Suspense,,,Movie2018
s7389,TV Show,Pete the Cat,United States,2021,ALL,Kids,The gang prepares for the excitement of back to school with this special musical!,United States,,,,,1,Kids,,,,TV Show2021
s7412,Movie,Dostana,"India, United States",2008,13+,"Comedy, International","It’s all happening in the Beach Party Capitol of the world, Miami. But when Sameer (Abhishek Bachchan) and Kunal (John Abraham) are turned down for an apartment because the land lady doesn’t want two strapping young men to corrupt her young sexy niece Neha (Priyanka Chopra), they pretend to be “Gay” to secure the apartment, and then they meet the niece, Neha, and the fun really starts!",India,United States,,,,2,Comedy,International,,,Movie2008
s7417,Movie,Chashme Bahaddar,India,2006,ALL,Comedy,"Rajaram (Sanjay Narvekar), an ordinary librarian, finds himself standing against a powerful builder and his goons, who want to vacate the chawl in which he resides. His life changes after receiving a pair of magical eyeglasses from his step-grandpa's spirit.",India,,,,,1,Comedy,,,,Movie2006
s7506,Movie,The Priest (Telugu),India,2021,13+,Suspense,"Father Carmen, a priest, joins hands with the police to investigate a series of mysterious suicides. However, he soon stumbles upon a disturbing fact that has serious consequences.",India,,,,,1,Suspense,,,,Movie2021
s7667,Movie,The Whistleblower,"Canada, Germany",2011,R,"Action, Drama, Suspense","This ripped-from-the-headlines thriller is inspired by actual events. Kathy Bolkovac (Rachel Weisz), a Nebraskan police officer, takes a job as a peacekeeper in post-war Bosnia. Her expectations of helping to rebuild a devastated country are dashed when she uncovers a dangerous reality of corruption, cover-up and intrigue amid a world of private contractors and multinational diplomatic doubletalk.",Canada,Germany,,,,2,Action,Drama,Suspense,,Movie2011
s7727,Movie,Karma Cartel,"India, Denmark",2014,13+,"Drama, Suspense","A multi-award-winning, avant-garde film set In a southern city of India, following a reporter's search for a missing actor that leads to the revelation of multiple lives connected to it through greed and bad choices.",India,Denmark,,,,2,Drama,Suspense,,,Movie2014
s7738,Movie,He Who Lives In Hidden Lakes,United States,2019,13+,"Action, Science Fiction, Suspense","The fanatic beliefs of an internet mystic, a cult leader, and a rookie cop gone rogue are tested on the hunt for the ""Hidden Man"": an elusive forest-dwelling cryptid that terrorizes their idyllic suburb.",United States,,,,,1,Action,Science Fiction,Suspense,,Movie2019
s7753,Movie,Conjuring the Genie,United Kingdom,2021,18+,"Horror, Suspense",A young lady unleashes a demonic Genie from an amulet.,United Kingdom,,,,,1,Horror,Suspense,,,Movie2021
s7812,TV Show,Goliath,United States,2021,TV-MA,"Drama, Suspense","In the final season, Billy McBride returns to his roots after Patty takes a job at a prestigious law firm in San Francisco. Together, they try to take down one of America’s most insidious Goliaths: the opioid industry. As Billy deals with his own pain and Patty can’t shake the feeling she’s being used, they will test each other’s loyalty like never before.",United States,,,,,1,Drama,Suspense,,,TV Show2021
s7935,Movie,The Witch of Kings Cross,Australia,2020,16+,Documentary,"Allegations of satanic rituals, obscene art and sex orgies in 1950s Sydney. Inspired by the work of Aleister Crowley, bohemian artist Rosaleen Norton advocated a pantheist vision of witchcraft, and a sexual magic freed from religious and moral rules. Eventually the relentless scandals led to the downfall of her high society lover.",Australia,,,,,1,Documentary,,,,Movie2020
s8089,Movie,Scenes of a Sexual Nature,United Kingdom,2006,16+,"Comedy, Drama, Romance","This British comedy stars an incredible home-grown cast including Tom Hardy (Mad Max: Fury Road), Ewan McGregor, (Trainspotting), Catherine Tate (Doctor Who), Mark Strong (1917), Hugh Bonneville (Notting Hill), Andrew Lincoln (Love Actually) and Adrian Lester (The Day After Tomorrow). On the lush green lawns of London's Hampstead Heath, a variety of couples sort through their romantic dilemmas.",United Kingdom,,,,,1,Comedy,Drama,Romance,,Movie2006
s8092,Movie,Santa Who?,United States,2000,ALL,Comedy,"In this heart-warming Christmas tale, the real Santa Claus (Leslie Nielsen) tumbles out of his sleigh and develops amnesia. He soon comes across a jaded TV reporter who is his only hope for getting his memory back in time to save the holiday.",United States,,,,,1,Comedy,,,,Movie2000
s8120,Movie,Lost: MH370,Australia,2014,13+,Documentary,"What really happened to Flight MH370? This probing investigation reveals shocking new information about the sequence of events in the minutes and hours following the plane's disappearance. Forensically reconstructing the timeline, this incisive doc throws up some uncomfortable questions for the Malaysian authorities. Could this great modern aviation mystery have been averted altogether?",Australia,,,,,1,Documentary,,,,Movie2014
s8144,Movie,Daredevil,"United States, Switzerland",2003,PG-13,Action,"A lawyer blinded by radioactive waste fights crime as an acrobatic martial arts superhero, using his other senses, which have been enhanced.",United States,Switzerland,,,,2,Action,,,,Movie2003
s8158,Movie,"Big Mommas: Like Father, Like Son",United States,2011,PG-13,Comedy,HD. 'Big Momma' is dragged out of mothballs when FBI man Martin Lawrence must go undercover – in a girls school.,United States,,,,,1,Comedy,,,,Movie2011
s8208,Movie,Dirty 30,United States,2016,PG-13,Comedy,"On the eve of Kate's (Mamrie Hart) 30th birthday, friends Evie (Grace Helbig) and Charlie (Hannah Hart) offer to throw her a party. But the celebration quickly spirals out of control.",United States,,,,,1,Comedy,,,,Movie2016
s8216,Movie,Blue Mountain State: The Rise Of Thadland,United States,2016,R,Comedy,"When a Blue Mountain State dean threatens to close the Goat House, Alex and the team must lure Thad Castle back from the NFL with the biggest booze-and-sloot fest in BMS history.",United States,,,,,1,Comedy,,,,Movie2016
